,nom_jeu,na_vente_jeu,eu_vente_jeu,jp_vente_jeu,autre_vente_jeu,global_vente_jeu,id_calendrier,id_console,id_genre,id_editeur
15099,ScrapLand,0.02,0.0,0.0,0.0,0.02,2005-01-01,30,1,121
15100,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,4,388
15101,Geten no Hana,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,4,501
15102,Crazy Machines,0.01,0.01,0.0,0.0,0.02,2010-01-01,27,6,113
15103,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,0.0,0.0,0.02,0.0,0.02,2009-01-01,20,2,501
15104,Blade Arcus from Shining EX,0.0,0.0,0.02,0.0,0.02,2015-01-01,18,3,447
15105,Brave: The Video Game,0.0,0.02,0.0,0.0,0.02,2012-01-01,27,1,127
15106,Frontlines: Fuel of War,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,9,489
15107,D.Gray-man: Sousha no Shikaku,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,2,276
15108,Indianapolis 500 Evolution,0.02,0.0,0.0,0.0,0.02,2009-01-01,29,7,569
15109,Ookami to Koushinryou: Omiowataru Kaze,0.0,0.0,0.02,0.0,0.02,2009-01-01,5,2,15
15110,Grey's Anatomy: The Video Game,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,2,526
15111,School Days LxH,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,2,244
15112,Neo Angelique,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,2,501
15113,Big Idea's VeggieTales: LarryBoy and the Bad Apple,0.01,0.01,0.0,0.0,0.02,2006-01-01,17,1,102
15114,Namco Museum Battle Collection (JP sales),0.0,0.0,0.02,0.0,0.02,2005-01-01,20,4,457
15115,Chaos;Head Noah,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,8
15116,Brandish: The Dark Revenant,0.0,0.0,0.02,0.0,0.02,2009-01-01,20,8,157
15117,Summon Night: Swordcraft Story,0.02,0.01,0.0,0.0,0.02,2003-01-01,7,8,64
15118,Samurai Shodown V,0.02,0.0,0.0,0.0,0.02,2006-01-01,30,3,233
15119,Pro Fishing Challenge,0.02,0.0,0.0,0.0,0.02,2004-01-01,30,11,56
15120,Minna no Chizu 2,0.0,0.0,0.02,0.0,0.02,2007-01-01,20,4,566
15121,Franklin's Great Adventures,0.02,0.0,0.0,0.0,0.02,2006-01-01,5,1,183
15122,Test Drive Unlimited,0.0,0.02,0.0,0.0,0.02,2007-01-01,14,7,54
15123,SAW,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,1,276
15124,Princess Saver! Eternal Love for My Lady,0.0,0.0,0.02,0.0,0.02,2010-01-01,17,2,96
15125,To Love-Ru Trouble: Darkness - True Princess,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,167
15126,Tokyo Mew Mew,0.0,0.0,0.02,0.0,0.02,2002-01-01,16,8,493
15127,Jitsumei Jikkyou Keiba Dream Classic 2002,0.0,0.0,0.02,0.0,0.02,2002-01-01,17,11,348
15128,Ice Age: Dawn of the Dinosaurs,0.02,0.0,0.0,0.0,0.02,2009-01-01,14,1,22
15129,Interactive Storybook DS Series 3,0.02,0.0,0.0,0.0,0.02,2007-01-01,5,4,512
15130,Moujuutsukai to Oujisama: Snow Bride Portable,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,2,231
15131,Twinkle * Crusaders GoGo!,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,15
15132,Serious Sam HD: Gold Edition,0.0,0.02,0.0,0.0,0.02,2010-01-01,14,9,125
15133,Rule of Rose,0.01,0.01,0.0,0.0,0.02,2006-01-01,17,1,7
15134,RedCard 20-03,0.02,0.0,0.0,0.0,0.02,2002-01-01,8,11,326
15135,Homeworld,0.0,0.02,0.0,0.0,0.02,1998-01-01,14,12,546
15136,Freestyle Metal X,0.02,0.0,0.0,0.0,0.02,2003-01-01,30,7,326
15137,Shonen Jump's One Piece: Grand Adventure,0.01,0.01,0.0,0.0,0.02,2005-01-01,17,3,348
15138,Pac-Man World Rally,0.01,0.01,0.0,0.0,0.02,2006-01-01,17,7,348
15139,Plants vs. Zombies: Garden Warfare,0.0,0.02,0.0,0.0,0.02,2014-01-01,14,9,139
15140,Max Payne,0.0,0.02,0.0,0.0,0.02,2001-01-01,14,9,495
15141,Uta Kumi 575,0.0,0.0,0.02,0.0,0.02,2014-01-01,21,4,447
15142,Invizimals: The Lost Kingdom,0.0,0.02,0.0,0.01,0.02,2013-01-01,18,1,457
15143,428: Fuusa Sareta Shibuya de,0.0,0.0,0.02,0.0,0.02,2009-01-01,18,2,463
15144,IL-2 Sturmovik: Forgotten Battles,0.0,0.02,0.0,0.0,0.02,2003-01-01,14,10,526
15145,Overlord,0.0,0.02,0.0,0.0,0.02,2007-01-01,14,12,92
15146,Sacred 3,0.0,0.02,0.0,0.0,0.02,2014-01-01,14,8,121
15147,The Professor's Brain Trainer: Logic,0.02,0.0,0.0,0.0,0.02,2005-01-01,5,6,7
15148,Fritz Chess,0.02,0.01,0.0,0.0,0.02,2009-01-01,27,12,121
15149,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,4,110
15150,NFL Blitz Pro,0.02,0.0,0.0,0.0,0.02,2003-01-01,8,11,326
15151,Rocket League,0.01,0.01,0.0,0.0,0.02,2016-01-01,14,11,7
15152,Balls of Fury,0.02,0.0,0.0,0.0,0.02,2007-01-01,27,11,567
15153,18 Wheels of Steel: Extreme Trucker,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,7,434
15154,Rugby World Cup 2015,0.0,0.02,0.0,0.0,0.02,2015-01-01,31,11,526
15155,Winning Post 8 2015,0.0,0.0,0.02,0.0,0.02,2015-01-01,18,1,501
15156,Veggy World,0.02,0.0,0.0,0.0,0.02,2011-01-01,5,9,255
15157,Commandos: Strike Force,0.02,0.0,0.0,0.0,0.02,2006-01-01,30,9,138
15158,Ukiyo no Roushi,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,531
15159,SBK: Snowboard Kids,0.02,0.0,0.0,0.0,0.02,2005-01-01,5,11,431
15160,Warriors of the Lost Empire (JP sales),0.0,0.0,0.02,0.0,0.02,2007-01-01,20,8,317
15161,Jojo's Bizarre Adventure,0.01,0.01,0.0,0.0,0.02,1999-01-01,16,3,543
15162,Lode Runner,0.0,0.0,0.02,0.0,0.02,2006-01-01,5,6,224
15163,Zathura,0.02,0.0,0.0,0.0,0.02,2005-01-01,30,2,495
15164,Cities in Motion Collection,0.0,0.02,0.0,0.0,0.02,2011-01-01,14,10,531
15165,Evolution Snowboarding,0.01,0.01,0.0,0.0,0.02,2002-01-01,17,11,276
15166,Jissen Pachinko Hisshouhou! CR Sakura Taisen,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,4,447
15167,Aegis of Earth: Protonovus Assault,0.02,0.0,0.0,0.0,0.02,2016-01-01,19,1,382
15168,Freedom Wings,0.02,0.0,0.0,0.0,0.02,2006-01-01,5,10,349
15169,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,0.0,0.0,0.02,0.0,0.02,1996-01-01,24,6,98
15170,Zillions of Enemy X: Zetsukai no Crusade,0.0,0.0,0.02,0.0,0.02,2013-01-01,18,8,363
15171,Dream Chronicles,0.02,0.0,0.0,0.0,0.02,2010-01-01,5,2,568
15172,Kung Fu Panda: Showdown of Legendary Legends,0.0,0.02,0.0,0.0,0.02,2015-01-01,18,1,287
15173,The Settlers IV,0.0,0.02,0.0,0.0,0.02,2001-01-01,14,12,74
15174,Happiness! De-Lucks,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,2,302
15175,Mount & Blade,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,8,391
15176,Doki Majo Plus,0.0,0.0,0.02,0.0,0.02,2009-01-01,5,2,439
15177,Eureka Seven Vol. 2: The New Vision,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,9,348
15178,Love Once: Mermaid's Tears,0.0,0.0,0.02,0.0,0.02,2011-01-01,18,2,531
15179,Puzzle Challenge: Crosswords and More!,0.01,0.01,0.0,0.0,0.02,2006-01-01,17,6,102
15180,Mata Hari: Betrayal is only a Kiss Away,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,2,113
15181,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",0.0,0.0,0.02,0.0,0.02,2009-01-01,20,1,110
15182,Muppets Party Cruise,0.02,0.0,0.0,0.0,0.02,2003-01-01,8,4,487
15183,Quake 4,0.0,0.02,0.0,0.0,0.02,2005-01-01,14,9,22
15184,Maximum Capacity: Hotel Giant,0.0,0.02,0.0,0.0,0.02,2002-01-01,14,12,258
15185,Sengoku Otome: Legend Battle,0.0,0.0,0.02,0.0,0.02,2016-01-01,21,1,531
15186,Shippuu Mahou Daisakusen: Kingdom-Grandprix,0.0,0.0,0.02,0.0,0.02,1996-01-01,22,9,179
15187,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,0.0,0.0,0.02,0.0,0.02,2006-01-01,20,4,562
15188,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,0.0,0.0,0.02,0.0,0.02,2011-01-01,5,4,406
15189,Fritz Chess,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,12,121
15190,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,2,417
15191,Fuel,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,7,92
15192,Serious Sam: Next Encounter,0.02,0.0,0.0,0.0,0.02,2004-01-01,8,9,199
15193,PachiPara 15: Super Umi Monogatari in Okinawa 2,0.0,0.0,0.02,0.0,0.02,2010-01-01,18,4,252
15194,Motto! SoniComi,0.0,0.0,0.02,0.0,0.02,2014-01-01,18,10,263
15195,Let's Play Flight Attendant,0.02,0.0,0.0,0.0,0.02,2010-01-01,5,10,121
15196,Akai Ito DS,0.0,0.0,0.02,0.0,0.02,2008-01-01,5,2,31
15197,Knight's Apprentice: Memorick's Adventures,0.02,0.0,0.0,0.0,0.02,2004-01-01,30,1,322
15198,Saint,0.02,0.0,0.0,0.0,0.02,,27,9,531
15199,Darksiders,0.01,0.01,0.0,0.0,0.02,2010-01-01,18,1,489
15200,Natsuiro no Sunadokei,0.0,0.0,0.02,0.0,0.02,2002-01-01,17,2,412
15201,Indigo Prophecy,0.0,0.02,0.0,0.0,0.02,2005-01-01,14,2,54
15202,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,4,447
15203,Tale of a Hero,0.0,0.02,0.0,0.01,0.02,2010-01-01,14,2,114
15204,Valentino Rossi: The Game,0.0,0.02,0.0,0.0,0.02,2016-01-01,31,7,348
15205,Turbo: Super Stunt Squad,0.0,0.02,0.0,0.0,0.02,2013-01-01,18,11,110
15206,FIFA Soccer 09,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,11,139
15207,The Lord of the Rings: The Battle for Middle-Earth II,0.01,0.01,0.0,0.0,0.02,2006-01-01,14,12,139
15208,Ballblazer Champions,0.01,0.01,0.0,0.0,0.02,1997-01-01,16,11,85
15209,Steal Princess,0.02,0.0,0.0,0.0,0.02,,5,5,531
15210,So Blonde,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,2,138
15211,Winter Sports 2011,0.0,0.02,0.0,0.0,0.02,2011-01-01,29,11,113
15212,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,2,31
15213,Disney's Meet the Robinsons,0.02,0.0,0.0,0.0,0.02,2007-01-01,5,1,127
15214,Casper's Scare School: Classroom Capers,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,2,73
15215,Moujuutsukai to Oujisama Portable,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,2,231
15216,Galaxy Angel II: Eigou Kaiki no Koku,0.0,0.0,0.02,0.0,0.02,2009-01-01,17,12,79
15217,Genroh,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,1,231
15218,Otome wa Oanesama Boku ni Koi Shiteru Portable,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,31
15219,Iron Phoenix,0.02,0.0,0.0,0.0,0.02,2005-01-01,30,3,447
15220,Legend: Hand of God,0.0,0.02,0.0,0.0,0.02,2007-01-01,14,8,113
15221,Geon Cube,0.02,0.0,0.0,0.0,0.02,2009-01-01,27,6,380
15222,Tennis no Oji-Sama: Driving Smash! Side King,0.0,0.0,0.02,0.0,0.02,2008-01-01,5,11,276
15223,Kuon,0.01,0.01,0.0,0.0,0.02,2004-01-01,17,2,241
15224,Kannou Mukashi Banashi Portable,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,2,231
15225,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,0.0,0.0,0.02,0.0,0.02,2010-01-01,18,2,31
15226,Diabolik Lovers: More Blood,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,2,231
15227,Triple Crown Championship Snowboarding,0.02,0.0,0.0,0.0,0.02,2010-01-01,27,11,123
15228,UnchainBlades EXXiV,0.0,0.0,0.02,0.0,0.02,2012-01-01,3,8,167
15229,The Fast and the Furious,0.02,0.0,0.0,0.0,0.02,2007-01-01,20,7,121
15230,Fallout Trilogy,0.0,0.02,0.0,0.0,0.02,2004-01-01,14,8,526
15231,Carmen Sandiego: The Secret of the Stolen Drums,0.02,0.0,0.0,0.0,0.02,2004-01-01,8,1,61
15232,The Sims: Complete Collection,0.01,0.01,0.0,0.0,0.02,2005-01-01,14,10,139
15233,Command & Conquer 3: Deluxe Edition,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,12,139
15234,Dance! It's Your Stage,0.0,0.02,0.0,0.01,0.02,2011-01-01,18,4,113
15235,Sacred Gold,0.0,0.02,0.0,0.0,0.02,2005-01-01,14,8,144
15236,Dies Irae: Amantes Amentes,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,1,541
15237,Puyo Puyo! 15th Anniversary,0.0,0.0,0.02,0.0,0.02,2007-01-01,20,6,447
15238,Mind over Matter,0.02,0.0,0.0,0.0,0.02,2010-01-01,5,6,7
15239,The Idolmaster: Gravure For You! Vol.9,0.0,0.0,0.02,0.0,0.02,2012-01-01,18,1,348
15240,Discovery Kids: Snake Safari,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,10,7
15241,Ryu-koku,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,2,261
15242,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,0.0,0.0,0.02,0.0,0.02,2008-01-01,5,4,466
15243,Group S Challenge,0.02,0.0,0.0,0.0,0.02,2003-01-01,30,7,86
15244,GunParade Orchestra: Midori no Shou,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,2,457
15245,Shooter: Starfighter Sanvein,0.01,0.01,0.0,0.0,0.02,2000-01-01,16,9,325
15246,Jewel Master: Cradle Of Rome 2,0.0,0.02,0.0,0.0,0.02,2011-01-01,5,6,431
15247,Sakura Wars 1 & 2,0.0,0.0,0.02,0.0,0.02,2006-01-01,20,12,447
15248,Kao Challengers,0.02,0.0,0.0,0.0,0.02,2005-01-01,20,5,54
15249,Brave: The Video Game,0.0,0.02,0.0,0.0,0.02,2012-01-01,5,1,127
15250,Order of War,0.0,0.01,0.0,0.0,0.02,2009-01-01,14,12,466
15251,Terminator 3: The Redemption,0.02,0.0,0.0,0.0,0.02,2004-01-01,8,9,54
15252,Painkiller,0.0,0.02,0.0,0.0,0.02,2004-01-01,14,9,129
15253,Date A Live: Arusu Install,0.0,0.0,0.02,0.0,0.02,2014-01-01,18,2,99
15254,Canimal Triple,0.0,0.02,0.0,0.0,0.02,2014-01-01,21,4,550
15255,Tengen Toppa Gurren-Lagann,0.0,0.0,0.02,0.0,0.02,2007-01-01,5,1,276
15256,Sugoi Hebereke,0.0,0.0,0.02,0.0,0.02,1994-01-01,24,3,478
15257,Pebble Beach Golf Links,0.0,0.0,0.02,0.0,0.02,1994-01-01,22,11,447
15258,Spider-Man: Web of Shadows,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,1,22
15259,Dakar 2: The World's Ultimate Rally,0.02,0.0,0.0,0.0,0.02,2003-01-01,30,7,18
15260,Jelly Belly: Ballistic Beans,0.02,0.0,0.0,0.0,0.02,2009-01-01,27,6,567
15261,PopCap Hits!,0.0,0.02,0.0,0.0,0.02,2011-01-01,29,4,408
15262,Mario Tennis,0.0,0.0,0.02,0.0,0.02,,3,11,
15263,Higurashi Daybreak Portable Mega Edition,0.0,0.0,0.02,0.0,0.02,2009-01-01,20,2,31
15264,Dragon's Lair,0.02,0.0,0.0,0.0,0.02,2010-01-01,5,5,123
15265,Shinken de Watashi ni Koi Shinasai! R,0.0,0.0,0.02,0.0,0.02,2012-01-01,18,1,330
15266,Whiteout,0.01,0.01,0.0,0.0,0.02,2002-01-01,17,7,276
15267,Shiratsuyu no Kai,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,2,231
15268,Dungeon Defenders,0.02,0.0,0.0,0.0,0.02,2011-01-01,14,8,531
15269,Final Fantasy XIV: Heavensward,0.01,0.0,0.01,0.0,0.02,2015-01-01,18,1,466
15270,Sniper Elite V2,0.0,0.02,0.0,0.0,0.02,2013-01-01,28,9,7
15271,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,0.0,0.0,0.02,0.0,0.02,2008-01-01,20,10,572
15272,XGRA: Extreme G Racing Association,0.02,0.0,0.0,0.0,0.02,2003-01-01,8,7,18
15273,Command & Conquer: The First Decade,0.01,0.01,0.0,0.0,0.02,2006-01-01,14,12,139
15274,Thomas & Friends: Hero of the Rails,0.0,0.02,0.0,0.0,0.02,2010-01-01,27,4,531
15275,Taito Legends 2,0.01,0.01,0.0,0.0,0.02,2006-01-01,17,4,143
15276,World Championship Poker featuring Howard Lederer: All In,0.02,0.0,0.0,0.0,0.02,2006-01-01,27,4,7
15277,Kill.Switch,0.02,0.01,0.0,0.0,0.02,2004-01-01,7,9,567
15278,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,231
15279,Jinsei Game Wii,0.0,0.0,0.02,0.0,0.02,2007-01-01,27,4,494
15280,Heavy Fire: The Chosen Few 3D,0.02,0.0,0.0,0.0,0.02,2011-01-01,3,9,305
15281,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,0.0,0.0,0.02,0.0,0.02,2008-01-01,5,4,65
15282,Hyakka Hyakurou: Sengoku Ninpoujou,0.0,0.0,0.02,0.0,0.02,2016-01-01,21,2,110
15283,Jake Hunter: Detective Chronicles,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,2,29
15284,Gekka Ryouran Romance,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,2,231
15285,Don Bradman Cricket 14,0.0,0.02,0.0,0.0,0.02,2014-01-01,18,11,519
15286,Guess the Logos,0.02,0.0,0.0,0.0,0.02,2004-01-01,30,6,447
15287,Ore no Yome: Anata Dake no Hanayome,0.0,0.0,0.02,0.0,0.02,2010-01-01,29,2,231
15288,Crime Scene,0.0,0.02,0.0,0.0,0.02,2009-01-01,5,2,366
15289,Military History: Commander - Europe at War,0.0,0.01,0.0,0.01,0.02,2009-01-01,20,12,453
15290,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,0.0,0.0,0.02,0.0,0.02,1996-01-01,22,4,456
15291,Final Approach 2: 1st Priority,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,2,412
15292,Stormrise,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,12,447
15293,Gochuumon wa Usagi Desu ka?? Wonderful Party!,0.0,0.0,0.02,0.0,0.02,2016-01-01,21,2,8
15294,Moujuutsukai to Oujisama: Snow Bride,0.0,0.0,0.02,0.0,0.02,2011-01-01,17,2,231
15295,Detective Jinguuji Saburo: Ronde Revenge,0.0,0.0,0.02,0.0,0.02,2012-01-01,3,1,40
15296,Casper: Spirit Dimensions,0.02,0.0,0.0,0.0,0.02,2002-01-01,8,5,487
15297,Meitantei Evangelion,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,2,79
15298,Tsuyo Kiss 2 Portable,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,353
15299,Butt-Ugly Martians: Zoom or Doom!,0.01,0.01,0.0,0.0,0.02,2002-01-01,17,7,546
15300,Mar Heaven: Karudea no Akuma,0.0,0.0,0.02,0.0,0.02,2006-01-01,5,8,276
15301,F1 2016 (Codemasters),0.0,0.02,0.0,0.0,0.02,2016-01-01,14,7,92
15302,Brain Dead 13,0.01,0.01,0.0,0.0,0.02,1996-01-01,16,2,91
15303,Spider-Man 3,0.02,0.0,0.0,0.0,0.02,2007-01-01,14,5,22
15304,Robotics;Notes,0.0,0.0,0.02,0.0,0.02,2012-01-01,29,2,8
15305,Hoppie,0.02,0.0,0.0,0.0,0.02,2011-01-01,5,5,255
15306,Rugby League Team Manager 2015,0.0,0.02,0.0,0.0,0.02,2015-01-01,14,1,32
15307,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,0.0,0.0,0.02,0.0,0.02,2007-01-01,5,4,501
15308,The Lord of the Rings Online: Mines of Moria,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,8,93
15309,T.A.C. Heroes : Big Red One,0.02,0.0,0.0,0.0,0.02,2010-01-01,5,12,472
15310,War Leaders: Clash of Nations,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,12,83
15311,Dungeons & Dragons: Shadow over Mystara,0.0,0.0,0.02,0.0,0.02,2013-01-01,18,8,86
15312,The King of Fighters NeoWave,0.02,0.0,0.0,0.0,0.02,2006-01-01,30,3,439
15313,Super PickUps,0.01,0.01,0.0,0.0,0.02,2007-01-01,17,7,556
15314,Puzzle Quest: Challenge of the Warlords,0.01,0.0,0.0,0.0,0.02,2007-01-01,20,6,110
15315,Aquanaut's Holiday,0.01,0.01,0.0,0.0,0.02,1995-01-01,16,2,457
15316,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,0.0,0.0,0.02,0.0,0.02,2007-01-01,5,2,302
15317,Runaway: A Twist of Fate,0.0,0.02,0.0,0.0,0.02,,5,2,161
15318,Hot 'n' Cold,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,1,297
15319,Nisenochigiri,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,231
15320,Wakeboarding Unleashed Featuring Shaun Murray,0.01,0.01,0.0,0.0,0.02,2003-01-01,7,11,51
15321,The Testament of Sherlock Holmes,0.0,0.02,0.0,0.0,0.02,2012-01-01,29,2,161
15322,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,0.0,0.0,0.02,0.0,0.02,2002-01-01,17,1,493
15323,Last Escort,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,2,110
15324,Meikyuu Cross Blood: Reloaded,0.0,0.0,0.02,0.0,0.02,2011-01-01,29,1,531
15325,Livly Garden,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,10,302
15326,Nicktoons Collection: Game Boy Advance Video Volume 3,0.01,0.01,0.0,0.0,0.02,2005-01-01,7,4,
15327,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,8,469
15328,Commando: Steel Disaster,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,9,283
15329,Aria: The Natural ~Tooi Yume no Mirage~,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,2,31
15330,Hellgate: London,0.0,0.02,0.0,0.0,0.02,2007-01-01,14,8,139
15331,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,0.0,0.0,0.02,0.0,0.02,2008-01-01,27,3,302
15332,The Awakened Fate Ultimatum,0.0,0.0,0.02,0.0,0.02,2014-01-01,18,8,363
15333,Gal Gun,0.0,0.0,0.02,0.0,0.02,2012-01-01,18,9,31
15334,Chuck E. Cheese's Super Collection,0.02,0.0,0.0,0.0,0.02,2011-01-01,27,1,524
15335,Hakuouki: Yuugi Roku DS,0.0,0.0,0.02,0.0,0.02,2011-01-01,5,2,231
15336,Mystery Tales 2: The Spirit Mask,0.0,0.02,0.0,0.0,0.02,2011-01-01,5,6,531
15337,Kung Fu Panda: Showdown of Legendary Legends,0.0,0.02,0.0,0.0,0.02,2015-01-01,3,1,287
15338,Shonen Jump's Shaman King: Master of Spirits 2,0.01,0.01,0.0,0.0,0.02,2005-01-01,7,8,276
15339,Dead Rising,0.01,0.0,0.0,0.0,0.02,2016-01-01,19,1,86
15340,Homefront: The Revolution,0.0,0.02,0.0,0.0,0.02,2016-01-01,14,9,121
15341,Toki no Kizuna: Hanayui Tsuzuri,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,2,231
15342,The Technomancer,0.01,0.01,0.0,0.0,0.02,2016-01-01,31,8,161
15343,Rinne no Lagrange: Kamogawa Days,0.0,0.0,0.02,0.0,0.02,2012-01-01,18,2,348
15344,TOCA Race Driver 3,0.0,0.02,0.0,0.0,0.02,2006-01-01,14,7,92
15345,Airport Simulator,0.0,0.02,0.0,0.0,0.02,2011-01-01,14,10,531
15346,Casper's Scare School: Spooky Sports Day,0.02,0.0,0.0,0.0,0.02,2009-01-01,27,11,73
15347,Code R,0.0,0.0,0.02,0.0,0.02,1998-01-01,22,2,418
15348,The Idolmaster: Gravure For You! Vol.8,0.0,0.0,0.02,0.0,0.02,2012-01-01,18,1,348
15349,Disney Sports Football,0.01,0.01,0.0,0.0,0.02,2002-01-01,7,11,531
15350,Oil Rush,0.0,0.02,0.0,0.0,0.02,2012-01-01,14,12,230
15351,Cabela's Big Game Hunter: Pro Hunts,0.02,0.0,0.0,0.0,0.02,2014-01-01,28,9,22
15352,Chicken Hunter,0.02,0.0,0.0,0.0,0.02,2007-01-01,5,9,397
15353,Hakuoki: Shinkai - Furi no Shou,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,231
15354,Demolition Company: Gold Edition,0.0,0.02,0.0,0.0,0.02,2011-01-01,14,10,
15355,Headhunter: Redemption,0.02,0.0,0.0,0.0,0.02,2004-01-01,30,1,447
15356,Onechanbara Special,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,1,110
15357,Daikaijuu Battle: Ultra Coliseum,0.0,0.0,0.02,0.0,0.02,2008-01-01,27,3,348
15358,Saki: Achiga-Hen Portable,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,2,31
15359,Bella Sara 2 - The Magic of Drasilmare,0.0,0.02,0.0,0.0,0.02,2013-01-01,3,2,68
15360,Minna de Dokusho: Keatai Shousetsu Desu,0.0,0.0,0.02,0.0,0.02,2008-01-01,20,4,128
15361,Polar Bowler,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,11,339
15362,Prehistorik Man,0.01,0.01,0.0,0.0,0.02,2001-01-01,7,5,489
15363,F1 2002,0.01,0.01,0.0,0.0,0.02,2002-01-01,7,7,122
15364,Chicago Enforcer,0.02,0.0,0.0,0.0,0.02,2005-01-01,30,9,270
15365,Jinguuji Saburou DS: Akai Chou,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,2,40
15366,Dance Dance Revolution Extra Mix,0.0,0.0,0.02,0.0,0.02,2001-01-01,16,10,276
15367,UnchainBlades EXXiV,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,8,167
